59fb5cd595d0e0246f213a2c,2017-11-02T17:58:21+0000,1,0,0,0
59fb560b95d0e0246f213a1a,2017-11-02T17:29:35+0000,0,2,0,0
59fb302595d0e0246f213972,2017-11-02T14:47:32+0000,0,1,0,0
59fae7fe95d0e0246f213879,2017-11-02T09:39:52+0000,0,0,1,0
59fa567395d0e0246f21375e,2017-11-01T23:19:06+0000,0,0,1,0
59fa0d9b95d0e0246f213669,2017-11-01T18:08:13+0000,0,1,0,0
59f9c36395d0e0246f213562,2017-11-01T12:51:36+0000,1,0,0,0
59fda8b895d0e0246f213f43,2017-11-04T11:46:48+0000,1,0,0,0
59fd418f95d0e0246f213ee7,2017-11-04T04:26:41+0000,1,0,1,0
59fceaf195d0e0246f213e7d,2017-11-03T22:17:08+0000,0,0,1,0
59fcd1db95d0e0246f213e29,2017-11-03T20:29:55+0000,0,0,2,0
59fcbe6e95d0e0246f213df5,2017-11-03T19:07:19+0000,0,0,1,0
59fc936695d0e0246f213d50,2017-11-03T16:03:44+0000,1,0,0,0
59fc6ce495d0e0246f213cc5,2017-11-03T13:19:22+0000,1,0,1,0
59fc509d95d0e0246f213c7d,2017-11-03T11:18:45+0000,0,1,0,0
59fc306c95d0e0246f213c1a,2017-11-03T09:00:25+0000,1,0,0,0
59fc220e95d0e0246f213be8,2017-11-03T08:00:00+0000,0,0,1,0
59fbd9b095d0e0246f213b76,2017-11-03T02:51:17+0000,0,0,1,0
59fbc58395d0e0246f213b5e,2017-11-03T01:25:10+0000,0,0,1,0
5a00b84c95d0e0246f214441,2017-11-06T19:30:14+0000,0,0,1,0
59ffecb295d0e0246f21422e,2017-11-06T05:01:28+0000,1,1,0,1
59ff369695d0e0246f214128,2017-11-05T16:04:30+0000,0,0,1,0
59febe6695d0e0246f2140ae,2017-11-05T07:31:42+0000,0,0,1,0
5a03649d95d0e0246f214b7d,2017-11-08T20:09:49+0000,0,0,1,0
5a03462995d0e0246f214af3,2017-11-08T18:00:02+0000,0,1,0,0
5a025e0395d0e0246f214885,2017-11-08T01:29:29+0000,0,0,1,0
5a02018695d0e0246f2147a3,2017-11-07T18:54:51+0000,0,1,0,0
5a015ef195d0e0246f214586,2017-11-07T07:21:15+0000,0,0,1,0
5a062bb295d0e0246f21530c,2017-11-10T22:43:52+0000,0,0,1,0
5a061eb395d0e0246f2152ed,2017-11-10T21:48:20+0000,0,0,1,0
5a05eb6695d0e0246f21526c,2017-11-10T18:09:37+0000,0,0,0,1
5a05790095d0e0246f215103,2017-11-10T10:00:30+0000,0,1,0,1
5a05408795d0e0246f21506a,2017-11-10T06:00:30+0000,0,0,0,1
5a05048995d0e0246f215014,2017-11-10T01:44:35+0000,0,0,1,0
5a04f56c95d0e0246f214ffd,2017-11-10T00:40:02+0000,1,0,0,1
5a04d7fd95d0e0246f214faf,2017-11-09T22:34:30+0000,0,1,0,0
5a04d02795d0e0246f214f93,2017-11-09T22:00:58+0000,1,0,0,1
5a04900695d0e0246f214ec4,2017-11-09T17:27:25+0000,0,0,1,0
5a047b9795d0e0246f214e71,2017-11-09T16:00:11+0000,0,0,0,1
5a03bc0895d0e0246f214c56,2017-11-09T02:22:41+0000,1,0,0,0
5a08b68f95d0e0246f21561a,2017-11-12T21:00:55+0000,1,0,0,1
5a081bc195d0e0246f21553f,2017-11-12T10:00:21+0000,0,0,0,1
5a06ca2b95d0e0246f2153c0,2017-11-11T10:00:02+0000,1,0,1,0
5a067bba95d0e0246f21537e,2017-11-11T04:25:17+0000,0,0,1,0
5a0b6edb95d0e0246f215cb7,2017-11-14T22:31:49+0000,1,0,0,1
5a0abea895d0e0246f215a88,2017-11-14T10:00:02+0000,0,0,1,0
5a096d5095d0e0246f21575c,2017-11-13T10:00:25+0000,1,0,0,0
5a0e004395d0e0246f2167fe,2017-11-16T21:16:41+0000,0,1,0,0
5a0ccbbc95d0e0246f2160d0,2017-11-15T23:20:18+0000,0,1,0,0
5a0c9be095d0e0246f216025,2017-11-15T19:56:06+0000,0,0,1,0
5a0c104595d0e0246f215e38,2017-11-15T10:00:22+0000,0,0,1,0
5a0f6ff395d0e0246f2175d9,2017-11-17T23:25:29+0000,1,0,0,1
5a0f363095d0e0246f21753c,2017-11-17T19:18:59+0000,0,0,1,0
5a0f297495d0e0246f21751a,2017-11-17T18:24:38+0000,1,0,0,0
5a0e3be195d0e0246f216f15,2017-11-17T01:31:05+0000,1,0,0,0
5a12d92d95d0e0246f217a90,2017-11-20T13:31:13+0000,0,1,0,0
5a110fda95d0e0246f2177bd,2017-11-19T05:00:01+0000,0,0,0,1
5a15dbe095d0e0246f21824b,2017-11-22T20:19:37+0000,0,1,0,0
5a15a82395d0e0246f2181b0,2017-11-22T16:38:47+0000,1,0,0,0
5a15a55f95d0e0246f21819f,2017-11-22T16:26:56+0000,0,0,1,0
5a1590fd95d0e0246f21813e,2017-11-22T15:00:02+0000,0,0,1,0
5a153d3695d0e0246f218043,2017-11-22T09:00:49+0000,0,0,1,0
5a152ed695d0e0246f21801a,2017-11-22T08:00:48+0000,0,0,1,0
5a14cd3d95d0e0246f217f80,2017-11-22T01:04:48+0000,1,0,0,0
5a14a7ed95d0e0246f217f20,2017-11-21T22:25:40+0000,0,1,0,0
5a14949c95d0e0246f217eda,2017-11-21T21:03:12+0000,2,0,1,0
5a144da195d0e0246f217df3,2017-11-21T16:00:19+0000,0,0,0,1
5a13b57e95d0e0246f217c72,2017-11-21T05:11:17+0000,0,1,0,0
5a1372b295d0e0246f217c0d,2017-11-21T00:26:16+0000,0,1,0,0
5a18a64695d0e0246f21879d,2017-11-24T23:07:42+0000,1,0,0,0
5a187a3b95d0e0246f21874f,2017-11-24T19:59:43+0000,0,0,1,0
5a1b0f7e95d0e0246f218a26,2017-11-26T19:01:06+0000,1,0,0,1
5a1a90bf95d0e0246f218994,2017-11-26T10:00:22+0000,1,2,0,0
5a1de7b695d0e0246f21908f,2017-11-28T22:48:16+0000,0,1,0,0
5a1d9b7295d0e0246f218f7e,2017-11-28T17:22:48+0000,0,1,0,0
5a1c764b95d0e0246f218ce4,2017-11-27T20:32:00+0000,1,0,0,1
5a1c556595d0e0246f218c87,2017-11-27T18:11:42+0000,1,0,1,0
5a2074db95d0e0246f219828,2017-11-30T21:14:58+0000,1,0,0,2
5a200d3795d0e0246f219699,2017-11-30T13:52:33+0000,0,0,1,0
5a1edf8095d0e0246f21932a,2017-11-29T16:25:27+0000,0,1,0,0
5a1edcb795d0e0246f21931c,2017-11-29T16:13:15+0000,0,1,0,0
59d29beb95d0e0246f20da11,2017-10-02T20:04:41+0000,1,0,0,0
59d066c095d0e0246f20d5eb,2017-10-01T03:53:24+0000,0,0,0,1
59d555ed95d0e0246f20e104,2017-10-04T21:42:44+0000,2,0,0,2
59d54ed595d0e0246f20e0f6,2017-10-04T21:12:36+0000,2,0,0,1
59d5415a95d0e0246f20e0ce,2017-10-04T20:14:58+0000,0,0,0,1
59d53a7895d0e0246f20e0ba,2017-10-04T19:45:26+0000,1,0,0,1
59d51aba95d0e0246f20e046,2017-10-04T17:30:28+0000,1,0,0,1
59d5186695d0e0246f20e041,2017-10-04T17:20:20+0000,0,2,0,0
59d4f1a395d0e0246f20dfaa,2017-10-04T14:34:49+0000,1,0,0,0
59d4a34f95d0e0246f20dea5,2017-10-04T09:00:26+0000,1,1,1,0
59d4992995d0e0246f20de88,2017-10-04T08:17:38+0000,1,0,0,1
59d488d495d0e0246f20de5c,2017-10-04T07:07:57+0000,1,0,0,0
59d4189695d0e0246f20ddc0,2017-10-03T23:08:57+0000,1,0,0,1
