2017-12-08T07:33:36Z,0,0,0,0
2017-12-08T07:30:42Z,0,0,0,0
2017-12-08T07:30:36Z,0,0,0,0
2017-12-08T07:30:36Z,0,0,0,0
2017-12-08T07:15:36Z,0,0,0,0
2017-12-08T07:14:35Z,0,0,0,0
2017-12-08T07:01:35Z,0,0,0,0
2017-12-08T07:00:36Z,0,0,0,0
2017-12-08T07:00:36Z,0,0,0,0
2017-12-08T07:00:35Z,0,0,0,0
2017-12-08T07:00:35Z,0,0,0,0
2017-12-08T07:00:35Z,0,0,0,0
2017-12-07T19:12:55Z,0,1,0,0
2017-12-08T06:48:24Z,0,1,0,0
2017-12-08T04:34:37Z,0,0,3,0
2017-12-08T06:20:34Z,0,0,0,0
2017-12-08T06:01:34Z,0,0,0,0
2017-12-08T06:00:34Z,0,0,0,0
2017-12-08T06:00:34Z,0,0,0,0
2017-12-08T06:00:34Z,0,0,0,0
2017-12-08T06:00:34Z,0,0,1,0
2017-12-08T06:00:34Z,0,0,0,0
2017-12-08T06:00:34Z,0,0,0,0
2017-12-08T06:00:34Z,0,0,0,0
2017-12-08T06:00:34Z,0,0,0,0
2017-12-08T05:59:34Z,0,0,0,0
2017-12-08T05:30:33Z,0,0,0,0
2017-12-08T05:17:50Z,0,0,0,0
2017-12-08T05:00:33Z,0,1,0,0
2017-12-08T05:00:33Z,0,0,0,0
2017-12-08T04:26:47Z,0,0,0,0
2017-12-08T04:00:00Z,0,0,0,0
2017-12-08T03:40:57Z,0,0,0,0
2017-12-08T03:33:24Z,0,0,0,0
2017-12-08T02:55:59Z,0,0,0,0
2017-12-08T02:55:09Z,0,0,0,0
2017-12-08T01:47:11Z,0,0,0,0
2017-12-08T01:32:55Z,0,1,0,0
2017-12-07T23:58:36Z,0,0,1,0
2017-12-08T01:28:20Z,0,0,0,0
2017-12-07T09:36:24Z,0,0,0,0
2017-12-08T00:31:52Z,0,0,0,0
2017-12-08T00:30:25Z,0,0,0,0
2017-12-08T00:05:45Z,0,0,0,0
2017-12-08T00:01:27Z,0,0,0,0
2017-12-08T00:01:27Z,0,0,0,0
2017-12-08T00:01:27Z,0,0,0,0
2017-12-08T00:01:27Z,0,0,0,0
2017-12-08T00:01:27Z,0,0,0,0
2017-12-08T00:01:27Z,0,0,0,0
2017-10-17T20:30:40Z,0,1,0,0
2017-10-17T21:20:19Z,0,0,0,0
2017-10-17T21:20:12Z,0,0,2,0
