2018-06-10,1,0,0,1,0,0,0,0,0,0,0,0
2017-08-30,400,0,449,0,7,2,15,1,57,15,119,7
2017-09-30,1,1,0,0,1,1,0,1,7,9,2,18
2018-06-14,4,0,1,1,0,0,0,0,0,0,0,0
2010-08-26,0,0,0,0,0,0,0,0,0,2,0,0
2017-12-27,0,0,0,0,0,0,0,0,7,8,8,10
2018-09-21,81,0,11,44,0,0,0,0,0,0,0,0
2017-12-14,7,0,8,0,0,0,1,1,0,22,4,3
2017-08-21,0,0,0,0,0,0,0,0,1,8,1,2
2018-01-31,4,4,0,0,0,0,0,0,0,0,0,0
2017-09-25,2,1,2,0,5,1,0,5,16,16,10,9
2017-08-09,0,0,0,0,1,1,2,1,2,19,4,2
2017-10-17,0,0,0,0,2,0,5,2,11,18,19,7
2018-09-18,111,3,6,98,0,0,0,0,0,0,0,0
2018-07-25,2,0,2,0,0,0,0,0,0,0,0,0
2018-06-12,82,0,0,70,0,0,0,0,0,0,0,0
2017-08-27,742,0,759,0,5,0,11,0,11,11,12,4
2018-07-26,1,0,2,0,0,0,0,0,0,0,0,0
2017-11-01,0,0,0,0,1,1,1,0,16,20,23,11
2018-05-30,139,0,0,123,0,0,0,0,0,0,0,0
2017-12-19,1,1,0,0,0,0,0,0,0,9,1,5
2018-08-12,68,0,1,60,0,0,0,0,0,0,0,0
2017-06-17,0,0,0,0,0,0,1,0,0,0,0,0
2018-09-10,13,7,2,1,0,0,0,0,0,0,0,0
2017-11-02,38,0,41,0,1,3,1,0,3,20,29,15
2017-07-22,0,0,0,0,0,1,0,0,0,21,1,4
2018-09-01,21,0,17,3,0,0,0,0,0,0,0,0
2018-06-09,4,0,4,0,0,0,0,0,0,0,0,0
2017-12-13,0,0,0,0,5,0,4,4,9,23,12,11
2018-06-20,6,2,3,0,0,0,0,0,0,0,0,0
2017-08-17,0,0,0,0,0,0,0,0,1,18,0,9
2018-02-21,10,0,0,9,0,0,0,0,0,0,0,0
2017-08-12,0,0,0,0,0,1,0,0,6,16,0,11
2017-09-26,15,12,13,2,7,0,2,2,17,25,12,14
2018-01-25,1,0,0,1,0,0,0,0,0,0,0,0
2018-06-04,1,0,1,0,0,0,0,0,0,0,0,0
2017-09-10,2034,1822,57,0,17,20,0,0,158,219,7,4
2018-09-14,1619,4,12,1005,0,0,0,0,0,0,0,0
2018-07-15,5,0,5,0,0,0,0,0,0,0,0,0
2018-06-30,7,0,7,0,0,0,0,0,0,0,0,0
2017-12-24,0,0,0,0,0,0,0,0,5,6,4,3
2017-09-07,2025,1750,36,0,24,15,11,1,378,309,27,3
2018-05-10,27,0,28,0,0,0,0,0,0,0,0,0
2017-07-15,0,0,0,0,0,1,0,0,3,9,1,13
2018-08-04,11,0,9,0,0,0,0,0,0,0,0,0
2017-12-23,0,0,0,0,0,0,0,0,2,7,2,8
2017-06-16,0,0,0,0,1,1,0,1,0,0,0,0
2017-10-10,0,0,0,0,3,0,5,3,8,22,55,19
2017-11-14,0,0,0,0,1,0,1,1,4,23,7,8
2017-09-13,78,73,3,0,3,7,0,0,52,57,9,5
2017-11-09,0,0,0,0,2,1,1,2,11,13,5,13
2018-08-28,548,4,19,446,0,0,0,0,0,0,0,0
2018-08-10,2,0,0,2,0,0,0,0,0,0,0,0
2017-11-23,0,0,0,0,0,0,0,0,4,19,3,4
2017-08-03,0,0,0,0,0,6,0,0,0,9,1,3
2017-08-01,0,0,0,0,0,1,0,0,0,17,3,3
2017-07-21,0,0,0,0,0,0,0,0,2,22,2,3
2018-09-02,41,0,22,19,0,0,0,0,0,0,0,0
2017-07-27,0,0,0,0,0,0,0,0,0,10,1,5
2017-07-20,0,0,0,0,0,0,0,0,1,21,3,7
2018-09-05,16,0,13,0,0,0,0,0,0,0,0,0
2017-09-04,501,301,169,0,4,0,5,1,6,12,10,7
2017-08-31,129,11,169,0,14,1,27,2,38,29,56,3
2017-07-11,0,0,0,0,0,2,0,0,0,0,0,0
2017-10-31,36,35,1,0,0,3,0,1,12,30,24,8
2018-02-20,80,0,0,77,0,0,0,0,0,0,0,0
2017-08-22,0,0,0,0,0,0,0,0,0,12,0,8
2018-09-11,296,2,3,280,0,0,0,0,0,0,0,0
2018-09-06,50,47,3,2,0,0,0,0,0,0,0,0
2017-07-04,0,0,0,0,0,1,0,0,0,0,0,0
2018-08-16,5,0,0,4,0,0,0,0,0,0,0,0
2017-11-03,1,0,1,0,3,1,8,0,26,24,16,12
2017-11-12,0,0,0,0,1,0,0,2,2,16,3,8
2017-09-01,321,55,262,0,6,1,17,0,40,14,47,7
2017-10-18,1,0,1,0,0,1,2,0,2,33,11,7
2017-10-12,0,0,0,0,3,1,11,1,12,18,51,21
2017-07-30,0,0,0,0,0,0,0,0,2,14,2,3
2017-12-05,0,0,0,0,0,3,0,0,4,17,8,12
2018-06-13,7,0,0,6,0,0,0,0,0,0,0,0
2018-01-23,7,0,0,7,0,0,0,0,0,0,0,0
2018-08-15,634,2,2,558,0,0,0,0,0,0,0,0
2017-11-05,1,0,1,0,0,0,2,0,5,28,11,4
2017-08-28,1745,0,1722,0,23,0,26,1,71,19,95,17
2017-12-09,0,0,0,0,0,0,1,0,0,15,2,10
2018-08-30,51,0,16,28,0,0,0,0,0,0,0,0
2017-12-15,0,0,0,0,0,0,0,1,5,19,11,6
2017-06-29,0,0,0,0,0,1,0,0,0,0,0,0
2018-09-03,67,1,31,38,0,0,0,0,0,0,0,0
2017-10-13,0,0,0,0,8,1,13,2,7,18,43,6
2018-06-11,11,0,0,12,0,0,0,0,0,0,0,0
2017-09-19,486,18,7,394,18,4,4,10,383,122,9,255
2018-07-02,8,0,13,0,0,0,0,0,0,0,0,0
2018-07-03,4,2,0,0,0,0,0,0,0,0,0,0
2018-08-24,5,0,6,0,0,0,0,0,0,0,0,0
2017-07-07,0,0,0,0,0,0,0,1,0,0,0,0
2018-09-26,1,0,0,1,0,0,0,0,0,0,0,0
2018-08-31,36,0,27,10,0,0,0,0,0,0,0,0
2017-08-02,0,0,0,0,0,2,0,0,1,13,0,8
2017-09-11,1414,1374,14,0,24,24,2,1,121,144,15,7
2017-10-02,7,0,0,7,1,0,0,0,32,27,1,17
2017-12-30,0,0,0,0,0,0,0,0,1,10,2,5
2018-07-22,4,0,4,0,0,0,0,0,0,0,0,0
2017-06-08,0,0,0,0,1,1,1,0,0,0,0,0
2018-07-06,4,0,4,0,0,0,0,0,0,0,0,0
2017-03-02,0,0,0,0,0,0,0,0,0,4,0,0
2017-10-03,3,0,0,3,8,0,0,7,22,17,3,23
2017-12-29,0,0,0,0,0,0,0,0,8,13,9,9
2017-08-04,0,0,0,0,0,4,0,0,0,26,6,3
2017-08-14,0,0,0,0,0,1,0,1,1,20,3,3
2018-07-13,22,3,0,17,0,0,0,0,0,0,0,0
2018-08-03,4,0,5,0,0,0,0,0,0,0,0,0
2017-07-12,0,0,0,0,0,2,0,0,0,0,0,0
2017-09-23,1,1,0,0,3,0,1,2,2,12,2,10
2018-09-09,32,24,0,0,0,0,0,0,0,0,0,0
2017-08-10,0,0,0,0,0,0,0,0,2,10,1,18
2017-06-23,0,0,0,0,0,2,0,0,0,0,0,0
2017-10-01,0,0,0,0,0,0,0,1,9,26,0,37
2017-08-08,0,0,0,0,0,1,0,0,2,18,2,4
2017-11-24,0,0,0,0,1,0,1,0,10,11,13,10
2017-07-25,0,0,0,0,0,0,0,0,1,23,1,5
2018-08-05,5,0,5,0,0,0,0,0,0,0,0,0
2018-08-19,3,0,0,3,0,0,0,0,0,0,0,0
2017-12-01,0,0,0,0,1,0,0,1,5,18,8,9
2018-06-07,23,3,7,10,0,0,0,0,0,0,0,0
2017-06-27,0,0,0,0,0,0,1,0,0,0,0,0
2017-09-03,123,64,47,0,5,0,5,0,11,21,18,8
2017-10-14,0,0,0,0,2,0,7,0,7,19,30,12
2018-09-22,8,0,4,6,0,0,0,0,0,0,0,0
2017-11-11,1,1,0,0,1,0,2,0,1,8,7,8
2017-07-14,0,0,0,0,0,3,0,1,0,3,0,0
2018-05-31,106,1,62,47,0,0,0,0,0,0,0,0
2018-07-01,218,0,233,0,0,0,0,0,0,0,0,0
2017-09-28,0,0,0,0,5,0,2,1,13,31,21,8
2017-08-07,0,0,0,0,0,0,0,0,0,17,1,0
2018-08-20,33,0,32,0,0,0,0,0,0,0,0,0
2017-06-15,0,0,0,0,0,1,2,0,0,0,0,0
2017-08-05,0,0,0,0,0,2,0,0,2,9,2,2
2017-07-01,0,0,0,0,0,0,0,1,0,0,0,0
2018-07-28,36,0,32,0,0,0,0,0,0,0,0,0
2017-11-08,2,2,0,0,0,1,2,0,2,47,15,1
2017-09-29,0,0,0,0,7,3,1,4,11,16,2,11
2017-07-31,0,0,0,0,0,0,0,0,0,17,3,3
2017-08-23,0,0,0,0,3,1,1,0,0,15,0,4
2018-06-02,2,0,1,1,0,0,0,0,0,0,0,0
2017-10-30,49,49,0,0,2,7,1,0,11,29,20,24
2017-12-25,0,0,0,0,0,0,0,0,14,6,7,7
2017-09-15,19,19,2,0,6,4,0,0,24,30,13,5
2017-09-06,1766,1477,163,0,18,15,14,0,262,198,25,3
2017-07-13,0,0,0,0,0,2,0,0,0,0,0,2
2017-10-07,1,0,1,0,6,0,7,0,14,11,28,11
2017-06-01,0,0,0,0,0,1,0,0,0,0,0,0
2017-08-15,0,0,0,0,0,2,0,1,6,15,0,2
2017-10-09,0,0,0,0,3,0,11,1,11,12,29,11
2018-01-30,2,4,0,0,0,0,0,0,0,0,0,0
2017-10-29,0,0,0,0,4,2,0,2,2,14,11,11
2017-06-02,0,0,0,0,0,0,0,1,0,0,0,0
2018-05-11,5,0,5,0,0,0,0,0,0,0,0,0
2017-10-11,0,0,0,0,4,0,11,3,9,10,28,16
